duration_seconds,duration_minutes,duration_hours,emp.var.rate,nr.employed,euribor3m,contact,loan,subscribed,apr,aug,dec,jul,jun,mar,may,nov,oct,sep
1224,20.4,0.34,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
1156,19.266666666666666,0.3211111111111111,1.1,5191.0,4.86,1,1,True,0,0,0,0,0,0,1,0,0,0
1867,31.11666666666667,0.5186111111111111,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
1263,21.05,0.3508333333333333,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
697,11.616666666666667,0.19361111111111112,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
892,14.866666666666667,0.2477777777777778,1.1,5191.0,4.86,1,1,True,0,0,0,0,0,0,1,0,0,0
515,8.583333333333334,0.14305555555555555,1.1,5191.0,4.859,1,1,True,0,0,0,0,0,0,1,0,0,0
813,13.55,0.22583333333333336,1.1,5191.0,4.859,1,1,True,0,0,0,0,0,0,1,0,0,0
803,13.383333333333333,0.2230555555555556,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
844,14.066666666666665,0.2344444444444445,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
676,11.266666666666667,0.1877777777777778,1.1,5191.0,4.859,1,1,True,0,0,0,0,0,0,1,0,0,0
1252,20.866666666666667,0.3477777777777778,1.1,5191.0,4.859,1,1,True,0,0,0,0,0,0,1,0,0,0
1143,19.05,0.3175,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
688,11.466666666666667,0.19111111111111112,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
803,13.383333333333333,0.2230555555555556,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
787,13.116666666666667,0.21861111111111112,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
619,10.316666666666666,0.17194444444444446,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
1230,20.5,0.3416666666666667,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
912,15.2,0.2533333333333333,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
894,14.9,0.2483333333333333,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
1340,22.33333333333333,0.3722222222222222,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
897,14.95,0.24916666666666665,1.1,5191.0,4.859,1,0,True,0,0,0,0,0,0,1,0,0,0
2680,44.66666666666666,0.7444444444444444,1.1,5191.0,4.859,1,1,True,0,0,0,0,0,0,1,0,0,0
1193,19.883333333333333,0.3313888888888889,1.1,5191.0,4.859,1,1,True,0,0,0,0,0,0,1,0,0,0
1064,17.733333333333334,0.2955555555555556,1.1,5191.0,4.859,1,1,True,0,0,0,0,0,0,1,0,0,0
882,14.7,0.245,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
483,8.05,0.13416666666666668,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
943,15.716666666666667,0.2619444444444444,1.1,5191.0,4.8580000000000005,1,1,True,0,0,0,0,0,0,1,0,0,0
607,10.116666666666667,0.16861111111111113,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
1022,17.033333333333335,0.2838888888888889,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
552,9.2,0.15333333333333332,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
1622,27.03333333333333,0.4505555555555556,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
967,16.116666666666667,0.26861111111111113,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
579,9.65,0.16083333333333333,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
1218,20.3,0.3383333333333333,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
1205,20.08333333333333,0.3347222222222222,1.1,5191.0,4.856,1,1,True,0,0,0,0,0,0,1,0,0,0
1882,31.36666666666667,0.5227777777777778,1.1,5191.0,4.856,1,0,True,0,0,0,0,0,0,1,0,0,0
1334,22.23333333333333,0.3705555555555556,1.1,5191.0,4.856,1,0,True,0,0,0,0,0,0,1,0,0,0
182,3.033333333333333,0.05055555555555556,1.1,5191.0,4.856,1,0,True,0,0,0,0,0,0,1,0,0,0
1777,29.61666666666667,0.4936111111111111,1.1,5191.0,4.856,1,0,True,0,0,0,0,0,0,1,0,0,0
1045,17.416666666666668,0.2902777777777778,1.1,5191.0,4.856,1,0,True,0,0,0,0,0,0,1,0,0,0
650,10.833333333333336,0.18055555555555555,1.1,5191.0,4.856,1,0,True,0,0,0,0,0,0,1,0,0,0
1063,17.716666666666665,0.2952777777777777,1.1,5191.0,4.856,1,1,True,0,0,0,0,0,0,1,0,0,0
1392,23.2,0.38666666666666666,1.1,5191.0,4.856,1,0,True,0,0,0,0,0,0,1,0,0,0
719,11.983333333333333,0.19972222222222225,1.1,5191.0,4.856,1,0,True,0,0,0,0,0,0,1,0,0,0
801,13.35,0.2225,1.1,5191.0,4.8580000000000005,1,1,True,0,0,0,0,0,0,1,0,0,0
938,15.633333333333333,0.26055555555555554,1.1,5191.0,4.8580000000000005,1,1,True,0,0,0,0,0,0,1,0,0,0
565,9.416666666666666,0.15694444444444444,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
905,15.083333333333336,0.2513888888888889,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
783,13.05,0.2175,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
958,15.966666666666667,0.26611111111111113,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
819,13.65,0.2275,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
412,6.866666666666666,0.11444444444444445,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
795,13.25,0.22083333333333333,1.1,5191.0,4.8580000000000005,1,1,True,0,0,0,0,0,0,1,0,0,0
828,13.8,0.23,1.1,5191.0,4.8580000000000005,1,1,True,0,0,0,0,0,0,1,0,0,0
506,8.433333333333334,0.14055555555555554,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
857,14.283333333333333,0.23805555555555555,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
1681,28.016666666666666,0.4669444444444445,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
681,11.35,0.18916666666666665,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
1697,28.28333333333333,0.4713888888888889,1.1,5191.0,4.8580000000000005,1,1,True,0,0,0,0,0,0,1,0,0,0
860,14.333333333333336,0.2388888888888889,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
799,13.316666666666665,0.22194444444444444,1.1,5191.0,4.8580000000000005,1,1,True,0,0,0,0,0,0,1,0,0,0
923,15.383333333333333,0.2563888888888889,1.1,5191.0,4.8580000000000005,1,0,True,0,0,0,0,0,0,1,0,0,0
521,8.683333333333334,0.14472222222222222,1.1,5191.0,4.8580000000000005,1,1,True,0,0,0,0,0,0,1,0,0,0
628,10.466666666666667,0.17444444444444446,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1349,22.48333333333333,0.37472222222222223,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
736,12.266666666666667,0.20444444444444448,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
785,13.083333333333336,0.2180555555555556,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1073,17.883333333333333,0.2980555555555556,1.1,5191.0,4.857,1,1,True,0,0,0,0,0,0,1,0,0,0
600,10.0,0.16666666666666666,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
924,15.4,0.25666666666666665,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
893,14.883333333333333,0.2480555555555556,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
588,9.8,0.16333333333333336,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
777,12.95,0.21583333333333327,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
597,9.95,0.16583333333333333,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1392,23.2,0.38666666666666666,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1059,17.65,0.29416666666666663,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
430,7.166666666666668,0.11944444444444445,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
788,13.133333333333333,0.21888888888888888,1.1,5191.0,4.857,1,1,True,0,0,0,0,0,0,1,0,0,0
621,10.35,0.1725,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
543,9.05,0.15083333333333335,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
745,12.416666666666664,0.2069444444444445,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
630,10.5,0.175,1.1,5191.0,4.857,1,1,True,0,0,0,0,0,0,1,0,0,0
679,11.316666666666665,0.18861111111111112,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1234,20.566666666666666,0.3427777777777778,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
642,10.7,0.17833333333333332,1.1,5191.0,4.857,1,1,True,0,0,0,0,0,0,1,0,0,0
895,14.916666666666664,0.2486111111111111,1.1,5191.0,4.857,1,1,True,0,0,0,0,0,0,1,0,0,0
431,7.183333333333334,0.11972222222222224,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
741,12.35,0.2058333333333333,1.1,5191.0,4.857,1,1,True,0,0,0,0,0,0,1,0,0,0
414,6.9,0.115,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
748,12.466666666666667,0.20777777777777776,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
896,14.933333333333335,0.2488888888888889,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
764,12.733333333333333,0.2122222222222222,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1063,17.716666666666665,0.2952777777777777,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1205,20.08333333333333,0.3347222222222222,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1051,17.516666666666666,0.29194444444444445,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
740,12.333333333333336,0.2055555555555556,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
731,12.183333333333335,0.2030555555555556,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
935,15.583333333333336,0.25972222222222224,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
751,12.516666666666667,0.2086111111111112,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
709,11.816666666666665,0.19694444444444445,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
3000,50.0,0.8333333333333334,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
858,14.3,0.2383333333333333,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
938,15.633333333333333,0.26055555555555554,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
576,9.6,0.16,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
543,9.05,0.15083333333333335,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1479,24.65,0.4108333333333333,1.1,5191.0,4.857,1,1,True,0,0,0,0,0,0,1,0,0,0
615,10.25,0.17083333333333334,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
507,8.45,0.1408333333333333,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1183,19.716666666666665,0.3286111111111111,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
694,11.566666666666665,0.19277777777777771,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
796,13.266666666666667,0.22111111111111112,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
664,11.066666666666665,0.18444444444444444,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
648,10.8,0.18000000000000002,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
864,14.4,0.24,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
1730,28.83333333333333,0.4805555555555555,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
691,11.516666666666667,0.19194444444444445,1.1,5191.0,4.857,1,1,True,0,0,0,0,0,0,1,0,0,0
560,9.333333333333334,0.15555555555555556,1.1,5191.0,4.857,1,0,True,0,0,0,0,0,0,1,0,0,0
543,9.05,0.15083333333333335,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
539,8.983333333333333,0.1497222222222222,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
733,12.216666666666667,0.2036111111111111,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
1093,18.216666666666665,0.3036111111111111,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
791,13.183333333333335,0.21972222222222226,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
746,12.433333333333335,0.20722222222222225,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
1207,20.116666666666667,0.3352777777777778,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
535,8.916666666666666,0.1486111111111111,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
1047,17.45,0.2908333333333333,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
1059,17.65,0.29416666666666663,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
792,13.2,0.22,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
900,15.0,0.25,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
814,13.566666666666665,0.2261111111111111,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
1109,18.483333333333334,0.3080555555555556,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
828,13.8,0.23,1.1,5191.0,4.86,1,0,True,0,0,0,0,0,0,1,0,0,0
553,9.216666666666667,0.15361111111111111,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
762,12.7,0.21166666666666664,1.1,5191.0,4.864,1,1,True,0,0,0,0,0,0,1,0,0,0
290,4.833333333333333,0.08055555555555555,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
864,14.4,0.24,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
618,10.3,0.1716666666666667,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
763,12.716666666666667,0.21194444444444446,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
682,11.366666666666667,0.18944444444444444,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
604,10.066666666666666,0.16777777777777778,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
854,14.233333333333333,0.2372222222222222,1.1,5191.0,4.864,1,1,True,0,0,0,0,0,0,1,0,0,0
855,14.25,0.2375,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
1269,21.15,0.3525,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
691,11.516666666666667,0.19194444444444445,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
1097,18.283333333333328,0.3047222222222222,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
1500,25.0,0.4166666666666667,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
1236,20.6,0.3433333333333334,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
886,14.766666666666667,0.2461111111111111,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
1980,33.0,0.55,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
722,12.033333333333333,0.20055555555555554,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
984,16.4,0.2733333333333333,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
891,14.85,0.2475,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
745,12.416666666666664,0.2069444444444445,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
539,8.983333333333333,0.1497222222222222,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
3000,50.0,0.8333333333333334,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
1044,17.4,0.29,1.1,5191.0,4.864,1,0,True,0,0,0,0,0,0,1,0,0,0
502,8.366666666666667,0.13944444444444445,1.4,5228.1,4.865,1,0,True,0,0,0,0,1,0,0,0,0,0
947,15.783333333333333,0.26305555555555554,1.4,5228.1,4.865,1,0,True,0,0,0,0,1,0,0,0,0,0
526,8.766666666666667,0.14611111111111116,1.4,5228.1,4.865,1,0,True,0,0,0,0,1,0,0,0,0,0
